id,seq,timestamp,lat,lng,alt,speed_kmh,heading,hdop,satellites,battery_mv,rssi
G0703-AB_COTE,1,1779491528,25.149791,121.74854,167.8,62.4,180.0,0.9,12,3950,-85
G0703-AB_COTE,2,1779491708,25.143565,121.735878,188.1,72.1,180.0,0.9,12,3950,-85
G0703-AB_COTE,3,1779491888,25.136121,121.721659,197.5,61.3,180.0,0.9,12,3950,-85
G0703-AB_COTE,4,1779492068,25.130732,121.709582,180.6,62.5,180.0,0.9,12,3950,-85
G0703-AB_COTE,5,1779492248,25.123698,121.694518,220.6,61.9,180.0,0.9,12,3950,-85
G0703-AB_COTE,6,1779492428,25.114152,121.681069,279.1,69.7,180.0,0.9,12,3950,-85
G0703-AB_COTE,7,1779492608,25.11005,121.664616,236.3,62.7,180.0,0.9,12,3950,-85
G0703-AB_COTE,8,1779492788,25.103784,121.652364,256.6,66.6,180.0,0.9,12,3950,-85
G0703-AB_COTE,9,1779492968,25.094316,121.639402,168.9,64.6,180.0,0.9,12,3950,-85
G0703-AB_COTE,10,1779493148,25.088386,121.622709,150.4,63.2,180.0,0.9,12,3950,-85
G0703-AB_COTE,11,1779493328,25.08199,121.611459,251.2,70.1,180.0,0.9,12,3950,-85
G0703-AB_COTE,12,1779493508,25.076686,121.59787,179.9,66.6,180.0,0.9,12,3950,-85
G0703-AB_COTE,13,1779493688,25.068628,121.582372,291.5,73.0,180.0,0.9,12,3950,-85
G0703-AB_COTE,14,1779493868,25.061388,121.567628,277.1,71.5,180.0,0.9,12,3950,-85
G0703-AB_COTE,15,1779494048,25.054239,121.555371,280.8,60.8,180.0,0.9,12,3950,-85
G0703-AB_COTE,16,1779494228,25.046791,121.541244,170.7,60.7,180.0,0.9,12,3950,-85
G0703-AB_COTE,17,1779494408,25.041156,121.524047,171.6,69.1,180.0,0.9,12,3950,-85
G0703-AB_COTE,18,1779494588,25.034161,121.512072,222.7,62.5,180.0,0.9,12,3950,-85
G0703-AB_COTE,19,1779494768,25.028785,121.499161,257.7,60.1,180.0,0.9,12,3950,-85
G0703-AB_COTE,20,1779494948,25.020244,121.482188,238.1,64.2,180.0,0.9,12,3950,-85
G0703-AB_COTE,21,1779495128,25.01342,121.468856,240.4,66.5,180.0,0.9,12,3950,-85
G0703-AB_COTE,22,1779495308,25.007749,121.455652,168.8,68.3,180.0,0.9,12,3950,-85
G0703-AB_COTE,23,1779495488,24.99966,121.441158,231.3,63.0,180.0,0.9,12,3950,-85
G0703-AB_COTE,24,1779495668,24.992973,121.426751,247.3,66.4,180.0,0.9,12,3950,-85
G0703-AB_COTE,25,1779495848,24.988161,121.414541,273.3,72.2,180.0,0.9,12,3950,-85
G0703-AB_COTE,26,1779496028,24.981651,121.398535,157.3,65.1,180.0,0.9,12,3950,-85
G0703-AB_COTE,27,1779496208,24.971899,121.384185,193.9,71.9,180.0,0.9,12,3950,-85
G0703-AB_COTE,28,1779496388,24.968326,121.373466,277.4,73.3,180.0,0.9,12,3950,-85
G0703-AB_COTE,29,1779496568,24.960829,121.358108,167.2,67.1,180.0,0.9,12,3950,-85
G0703-AB_COTE,30,1779496748,24.954578,121.342338,285.9,66.9,180.0,0.9,12,3950,-85
G0703-AB_COTE,31,1779496928,24.944895,121.328253,270.9,69.7,180.0,0.9,12,3950,-85
G0703-AB_COTE,32,1779497108,24.93971,121.317678,174.5,70.6,180.0,0.9,12,3950,-85
G0703-AB_COTE,33,1779497288,24.933005,121.301539,271.8,71.7,180.0,0.9,12,3950,-85
G0703-AB_COTE,34,1779497468,24.924822,121.286099,153.4,71.5,180.0,0.9,12,3950,-85
G0703-AB_COTE,35,1779497648,24.917152,121.274239,251.3,65.0,180.0,0.9,12,3950,-85
G0703-AB_COTE,36,1779497828,24.911005,121.261994,261.8,74.8,180.0,0.9,12,3950,-85
G0703-AB_COTE,37,1779498008,24.905869,121.246034,178.2,74.1,180.0,0.9,12,3950,-85
G0703-AB_COTE,38,1779498188,24.900297,121.231287,238.6,63.3,180.0,0.9,12,3950,-85
G0703-AB_COTE,39,1779498368,24.892216,121.218612,261.1,66.4,180.0,0.9,12,3950,-85
G0703-AB_COTE,40,1779498548,24.886216,121.202936,208.9,62.3,180.0,0.9,12,3950,-85
G0703-AB_COTE,41,1779498728,24.878394,121.191819,234.8,60.9,180.0,0.9,12,3950,-85
G0703-AB_COTE,42,1779498908,24.873194,121.174764,272.7,68.5,180.0,0.9,12,3950,-85
G0703-AB_COTE,43,1779499088,24.863509,121.163595,269.8,68.2,180.0,0.9,12,3950,-85
G0703-AB_COTE,44,1779499268,24.858153,121.146308,160.5,71.5,180.0,0.9,12,3950,-85
G0703-AB_COTE,45,1779499448,24.852521,121.134061,263.6,61.4,180.0,0.9,12,3950,-85
G0703-AB_COTE,46,1779499628,24.843064,121.121289,288.3,65.1,180.0,0.9,12,3950,-85
G0703-AB_COTE,47,1779499808,24.838612,121.10796,241.8,69.0,180.0,0.9,12,3950,-85
G0703-AB_COTE,48,1779499988,24.830049,121.090545,286.3,70.5,180.0,0.9,12,3950,-85
G0703-AB_COTE,49,1779500168,24.823718,121.079479,205.3,70.3,180.0,0.9,12,3950,-85
G0703-AB_COTE,50,1779500348,24.815157,121.063038,232.2,73.7,180.0,0.9,12,3950,-85
G0703-AB_COTE,51,1779500528,24.81001,121.050043,50.0,0.7,0.0,1.1,10,3920,-70
G0703-AB_COTE,52,1779500708,24.809938,121.049994,50.0,1.0,0.0,1.1,10,3920,-70
G0703-AB_COTE,53,1779500888,24.80996,121.049965,50.0,1.4,0.0,1.1,10,3920,-70
G0703-AB_COTE,54,1779501068,24.810039,121.049949,50.0,0.2,0.0,1.1,10,3920,-70
G0703-AB_COTE,55,1779501248,24.81,121.049909,50.0,0.5,0.0,1.1,10,3920,-70
G0703-AB_COTE,56,1779501428,24.810048,121.049922,50.0,0.2,0.0,1.1,10,3920,-70
G0703-AB_COTE,57,1779501608,24.810094,121.049903,50.0,0.5,0.0,1.1,10,3920,-70
G0703-AB_COTE,58,1779501788,24.810012,121.050012,50.0,0.8,0.0,1.1,10,3920,-70
G0703-AB_COTE,59,1779501968,24.811008,121.051913,273.3,66.0,180.0,0.9,12,3900,-85
G0703-AB_COTE,60,1779502148,24.806829,121.047315,292.2,61.4,180.0,0.9,12,3900,-85
G0703-AB_COTE,61,1779502328,24.803927,121.045388,257.9,60.4,180.0,0.9,12,3900,-85
G0703-AB_COTE,62,1779502508,24.803579,121.040837,213.5,66.7,180.0,0.9,12,3900,-85
G0703-AB_COTE,63,1779502688,24.800736,121.038713,210.0,64.1,180.0,0.9,12,3900,-85
G0703-AB_COTE,64,1779502868,24.798237,121.033957,158.4,65.8,180.0,0.9,12,3900,-85
G0703-AB_COTE,65,1779503048,24.793377,121.032344,175.8,69.6,180.0,0.9,12,3900,-85
G0703-AB_COTE,66,1779503228,24.791587,121.029473,291.9,74.5,180.0,0.9,12,3900,-85
G0703-AB_COTE,67,1779503408,24.789709,121.025998,267.2,75.0,180.0,0.9,12,3900,-85
G0703-AB_COTE,68,1779503588,24.788247,121.022208,180.9,67.3,180.0,0.9,12,3900,-85
G0703-AB_COTE,69,1779503768,24.785417,121.02116,221.6,61.2,180.0,0.9,12,3900,-85
G0703-AB_COTE,70,1779503948,24.782298,121.017556,290.2,68.7,180.0,0.9,12,3900,-85
G0703-AB_COTE,71,1779504128,24.781525,121.014355,151.2,61.1,180.0,0.9,12,3900,-85
G0703-AB_COTE,72,1779504308,24.777635,121.010408,192.8,69.6,180.0,0.9,12,3900,-85
G0703-AB_COTE,73,1779504488,24.773772,121.009855,216.0,71.7,180.0,0.9,12,3900,-85
G0703-AB_COTE,74,1779504668,24.771717,121.003776,299.5,68.1,180.0,0.9,12,3900,-85
G0703-AB_COTE,75,1779504848,24.769879,121.001377,295.2,62.9,180.0,0.9,12,3900,-85
G0703-AB_COTE,76,1779505028,24.768064,120.998117,225.8,65.8,180.0,0.9,12,3900,-85
G0703-AB_COTE,77,1779505208,24.766652,120.998774,163.6,68.2,180.0,0.9,12,3900,-85
G0703-AB_COTE,78,1779505388,24.76442,120.992201,184.1,60.0,180.0,0.9,12,3900,-85
G0703-AB_COTE,79,1779505568,24.759896,120.990927,221.8,68.8,180.0,0.9,12,3900,-85
G0703-AB_COTE,80,1779505748,24.756136,120.986132,276.7,72.6,180.0,0.9,12,3900,-85
G0703-AB_COTE,81,1779505928,24.754164,120.986697,244.1,67.5,180.0,0.9,12,3900,-85
G0703-AB_COTE,82,1779506108,24.750683,120.980788,283.5,72.5,180.0,0.9,12,3900,-85
G0703-AB_COTE,83,1779506288,24.749143,120.980482,298.6,71.7,180.0,0.9,12,3900,-85
G0703-AB_COTE,84,1779506468,24.748932,120.976407,186.2,67.2,180.0,0.9,12,3900,-85
G0703-AB_COTE,85,1779506648,24.746571,120.972495,193.0,68.0,180.0,0.9,12,3900,-85
G0703-AB_COTE,86,1779506828,24.743879,120.969768,192.8,74.6,180.0,0.9,12,3900,-85
G0703-AB_COTE,87,1779507008,24.740665,120.967821,193.7,71.7,180.0,0.9,12,3900,-85
